Product_ID,Category,Subcategory,Region,Warehouse_ID,Season,Demand,Lead_Time,Supplier_Reliability,Promotion,Stock_Level,Price,Transport_Cost,Demand_Prev_1_Month,Demand_Prev_2_Month,Demand_Prev_3_Month
160,Raw_Materials,Fruits,West,2,Summer,133,5,0.9492745349584708,0,483,4.3653085246966095,11.0,116,126,158
161,Beverages,Coffee,West,1,Winter,178,1,0.9860508639970113,0,166,7.559102710937389,2.2,205,213,160
162,Electronics,Gaming,South,3,Fall,633,7,0.9815151407926532,0,98,200.31097451985747,12.6,543,609,508
163,Raw_Materials,Herbs,North,2,Spring,114,5,0.8113905734591362,0,211,1.6652743559072618,12.0,113,116,120
164,Raw_Materials,Herbs,East,4,Winter,213,4,0.841140858995314,0,989,5.222452370958759,8.0,206,189,225
165,Grocery,Dairy,West,2,Spring,436,2,0.8953810851064551,0,471,9.017947403271501,4.4,464,375,512
166,Electronics,Laptops,North,5,Fall,177,8,0.8863108579906215,0,490,1336.7672375586687,19.2,145,187,162
167,Raw_Materials,Vegetables,South,1,Fall,286,7,0.9281783329674415,0,718,6.695353899029346,12.6,304,296,250
168,Beverages,Coffee,East,3,Fall,366,1,0.9889418101650824,1,566,2.655064202725125,2.0,344,293,383
169,Beverages,Soda,West,5,Summer,285,3,0.8224809422555898,1,463,7.764093883391027,6.6000000000000005,333,260,292
170,Grocery,Canned,South,4,Fall,514,6,0.8903717330268481,1,479,11.652964248291145,10.8,585,543,558
171,Raw_Materials,Spices,South,5,Winter,252,3,0.8384822075774279,1,389,5.919840796856513,5.4,241,283,290
172,Electronics,Accessories,East,5,Summer,286,14,0.9788215196795895,0,410,161.67112777405282,28.0,342,264,292
173,Beverages,Tea,North,4,Spring,344,4,0.9929160371603305,0,88,4.559848729639637,9.6,282,364,295
174,Raw_Materials,Spices,West,5,Winter,159,5,0.89574033637807,0,560,3.460078700546597,11.0,177,144,165
175,Raw_Materials,Grains,West,3,Winter,50,7,0.8208020595456282,0,945,6.003565354566804,15.400000000000002,48,53,47
176,Grocery,Snacks,North,2,Spring,199,5,0.9570589333445346,0,805,7.970553836160199,12.0,193,214,195
177,Beverages,Coffee,North,5,Summer,628,5,0.9394282700984798,1,395,4.045903518078342,12.0,545,535,743
178,Beverages,Coffee,North,3,Winter,150,4,0.8709341653220621,0,987,6.629227159647894,9.6,150,159,153
179,Electronics,Smartphones,East,2,Winter,186,5,0.9774814947937926,1,676,1053.3101344527151,10.0,155,173,159
180,Beverages,Soda,East,2,Winter,499,6,0.9951663779565414,0,670,1.5535786705145358,12.0,522,433,487
181,Electronics,Gaming,West,5,Summer,209,5,0.9115707698260391,1,352,292.1983481760025,11.0,187,209,186
182,Beverages,Coffee,East,3,Summer,270,5,0.9131455822688584,0,912,1.869867456237139,10.0,294,264,230
183,Grocery,Bakery,South,5,Summer,419,4,0.8595027010227556,0,454,8.164333689840856,7.2,436,464,454
184,Beverages,Soda,West,4,Winter,229,1,0.9169012071966629,1,61,6.041885896340165,2.2,251,190,240
185,Electronics,Gaming,East,2,Fall,776,6,0.8879284641049693,0,260,58.69899750117749,12.0,853,865,775
186,Electronics,Audio,North,5,Spring,279,11,0.8604382053856104,0,953,276.36625084495023,26.4,245,235,270
187,Grocery,Canned,South,2,Fall,339,4,0.8134370393047803,0,903,7.600539082094915,7.2,271,299,314
188,Beverages,Water,North,3,Summer,75,6,0.850541571941825,0,668,2.2880846301435396,14.399999999999999,70,75,62
189,Beverages,Tea,West,1,Winter,93,3,0.839570929935533,0,338,7.4045116256299375,6.6000000000000005,108,91,85
190,Grocery,Canned,North,5,Winter,334,3,0.9084083969107898,0,917,10.287660833396538,7.199999999999999,344,399,379
191,Beverages,Soda,East,5,Fall,446,4,0.9203340043527188,0,503,9.665790128033027,8.0,486,461,496
192,Beverages,Water,East,2,Fall,232,5,0.9217143448612033,0,359,4.973646922189735,10.0,267,215,275
193,Electronics,Gaming,West,3,Spring,281,12,0.8776362002091358,0,976,94.98287248613262,26.400000000000002,326,325,298
194,Beverages,Water,North,4,Winter,128,1,0.8842459467370992,1,779,1.5399460566573588,2.4,129,118,130
195,Beverages,Soda,West,3,Fall,319,1,0.966847685928128,1,794,7.598093725722425,2.2,324,290,292
196,Grocery,Snacks,North,5,Spring,251,4,0.8952465627034325,0,468,9.641887649225913,9.6,286,250,208
197,Grocery,Bakery,South,4,Summer,443,2,0.9975546664274244,0,507,14.616551688610633,3.6,497,516,463
198,Raw_Materials,Grains,East,3,Fall,123,7,0.887923446001773,0,134,5.841237348527244,14.0,132,133,122
199,Electronics,Smartphones,West,1,Summer,135,6,0.9299161889235679,1,213,1139.8453319443945,13.200000000000001,140,144,148
200,Beverages,Soda,South,2,Spring,94,4,0.8100725997986792,1,777,9.924209153016225,7.2,98,102,90
201,Beverages,Soda,South,3,Summer,143,4,0.9306679848837622,1,652,4.855880298094172,7.2,135,152,170
202,Raw_Materials,Grains,West,3,Winter,413,9,0.9702852788830012,0,30,1.6272126002695781,19.8,469,455,396
203,Beverages,Juice,West,1,Winter,368,2,0.9884915677066592,0,599,2.762656992129373,4.4,385,322,343
204,Electronics,Audio,South,5,Summer,711,7,0.9994641223279541,0,856,109.14506247144868,12.6,632,619,816
205,Raw_Materials,Fruits,North,2,Winter,165,5,0.8564357291298467,0,572,4.316718252997046,12.0,147,155,158
206,Electronics,Audio,South,3,Spring,419,10,0.9150740129651433,0,371,54.277599830979725,18.0,479,477,481
207,Raw_Materials,Fruits,West,4,Winter,88,8,0.8901435971064295,0,370,2.7628840389142675,17.6,92,95,71
208,Raw_Materials,Grains,South,3,Summer,349,6,0.9127634961150343,1,787,2.8084538553718654,10.8,334,358,375
209,Grocery,Frozen,North,2,Summer,153,2,0.8314905914379693,0,125,1.0571991695059793,4.8,133,123,126
210,Electronics,Audio,East,3,Summer,127,7,0.9712299145191883,1,64,119.16724710658997,14.0,132,113,109
211,Beverages,Tea,East,1,Fall,432,2,0.9819137886689175,0,301,2.045369800762043,4.0,377,484,466
212,Beverages,Coffee,South,3,Summer,129,3,0.8899323326225845,1,60,4.867402416961502,5.4,127,115,118
213,Electronics,Laptops,North,3,Spring,332,7,0.8560859723147154,1,851,794.8051061056237,16.8,355,362,293
214,Beverages,Coffee,East,4,Winter,412,6,0.8281666855306025,1,794,8.399028157238764,12.0,422,360,461
215,Beverages,Soda,South,1,Winter,341,5,0.9367529649555609,1,263,1.724728174964412,9.0,398,355,401
216,Electronics,Laptops,South,1,Fall,276,9,0.8624463679241471,1,501,1798.4906471273002,16.2,225,290,246
217,Raw_Materials,Fruits,North,3,Fall,487,5,0.9819077139826777,0,994,4.8539496164344875,12.0,444,536,451
218,Electronics,Gaming,West,4,Spring,121,12,0.934202494968974,0,582,148.4193856955401,26.400000000000002,99,118,131
219,Raw_Materials,Grains,South,3,Summer,327,7,0.9291370650348482,0,868,4.623067376704326,12.6,287,344,368
220,Beverages,Water,West,3,Fall,85,6,0.9118804231796482,1,980,4.384982162599023,13.200000000000001,72,84,101
221,Beverages,Juice,West,2,Winter,118,1,0.8091552678857452,1,918,2.148507144927506,2.2,128,139,107
222,Beverages,Coffee,East,2,Fall,262,6,0.9863844871371175,0,970,7.89291834205402,12.0,248,264,267
223,Grocery,Dairy,West,4,Fall,490,3,0.925587498659892,0,872,13.990762261349818,6.6000000000000005,573,433,418
224,Raw_Materials,Herbs,North,5,Summer,303,6,0.998812396676622,0,234,7.625507173398986,14.399999999999999,245,323,282
225,Grocery,Frozen,East,2,Fall,354,6,0.9074712809545774,1,478,10.389961087118422,12.0,375,360,289
226,Grocery,Bakery,East,5,Spring,284,2,0.9420221783812426,0,857,6.744863971233341,4.0,337,318,251
227,Electronics,Accessories,East,1,Winter,168,10,0.8112419115732444,0,112,153.940789437419,20.0,146,146,168
228,Grocery,Bakery,South,2,Summer,134,2,0.9263472353646822,0,992,10.197519757850419,3.6,130,121,115
229,Electronics,Accessories,South,2,Winter,146,5,0.9529299223180715,0,979,250.46030462233742,9.0,157,170,168
230,Electronics,Laptops,West,4,Spring,529,7,0.9557028589705114,0,57,1061.8507063145607,15.400000000000002,557,619,573
231,Grocery,Canned,East,5,Spring,510,5,0.9540223304460571,0,746,13.834937146935557,10.0,523,498,413
232,Raw_Materials,Fruits,East,2,Fall,230,8,0.8452565254587335,1,351,2.9320411619795967,16.0,214,188,264
233,Raw_Materials,Fruits,North,2,Fall,353,8,0.9950796955210452,0,242,4.481448314954031,19.2,385,325,420
234,Raw_Materials,Vegetables,West,4,Fall,185,5,0.9990364241249877,0,591,7.710213500267103,11.0,196,166,185
235,Raw_Materials,Fruits,North,4,Winter,387,8,0.8151191750323203,1,568,7.536491865692076,19.2,334,373,358
236,Raw_Materials,Vegetables,West,5,Spring,171,5,0.9872892845623514,1,237,5.7180881714581195,11.0,202,158,154
237,Grocery,Snacks,West,1,Summer,93,2,0.8578898388608739,1,531,5.543842722650123,4.4,95,105,77
238,Grocery,Dairy,South,1,Fall,320,1,0.937856816350193,0,706,4.06649046457605,1.8,323,256,318
239,Beverages,Coffee,South,3,Winter,430,1,0.8676221841472265,1,601,1.721290198001898,1.8,489,454,352
240,Raw_Materials,Vegetables,North,2,Fall,477,8,0.9935508646746243,0,22,5.81490803554539,19.2,503,508,477
241,Grocery,Snacks,West,5,Spring,222,5,0.8203007716607071,1,508,8.048309716028498,11.0,184,236,200
242,Beverages,Coffee,East,2,Summer,260,5,0.8995493633912752,0,454,6.150589245498315,10.0,260,262,257
243,Raw_Materials,Grains,South,5,Spring,241,5,0.8856095583884149,0,835,4.042941304443033,9.0,268,251,233
244,Electronics,Accessories,East,5,Winter,516,10,0.865204690455597,0,349,155.22500140056403,20.0,557,580,475
245,Beverages,Soda,North,5,Fall,336,1,0.9291067981760297,0,333,6.141462572844687,2.4,399,374,329
